Locus_name	Locus_TAIR_accession	InteractorLocus_name	InteractorLocus_TAIR_accession	Evidence_code	Evidence_description	TAIR_reference_id	PubMed_id	Date_updated	Annotated_by
AT4G22200	Locus:2132065	AT2G26650	Locus:2043839	IPI	yeast two-hybrid assay	Publication:501713073	PMID:15299147	5/9/06	TAIR
AT4G22890	Locus:2127233	AT1G20020	Locus:2198651	IPI	split-reporter assay	Publication:501724018	PMID:18243102	2/7/08	TAIR
AT4G24660	Locus:2121989	AT1G14440	Locus:2012602	IPI	yeast two-hybrid assay	Publication:501718353	PMID:16428600	4/6/06	TAIR
AT4G24972	Locus:1006230300	AT5G07280	Locus:2182870	IDA	immunoprecipitation	Publication:501724214	PMID:18250314	4/9/08	TAIR
AT4G25230	Locus:2122674	AT3G07040	Locus:2077572	IDA	in vitro binding assay	Publication:501717674	PMID:16212605	6/13/06	TAIR
AT4G26090	Locus:2005517	AT1G69840	Locus:2196749	IDA	affinity capture	Publication:501729159	PMID:19000159	5/22/09	BIOGRID
AT4G26455		AT3G63130	Locus:2099207	IPI	split-reporter assay	Publication:501722414	PMID:17600715	5/1/09	TAIR
AT4G26570	Locus:2133867	AT2G26980	Locus:2059279	IPI	yeast two-hybrid assay	Publication:1345965	PMID:11115898	11/4/03	TAIR
AT4G27230	Locus:2131704	AT5G22880	Locus:2172691	IPI	split-reporter assay	Publication:501722659	PMID:17662028	8/9/07	TAIR
AT4G27410	Locus:2124014	AT1G69600	Locus:2026734	IPI	yeast two-hybrid assay	Publication:501720755	PMID:17233795	5/22/09	BIOGRID
AT4G28540	Locus:2121338	AT4G14960	Locus:3439219	IDA	in vitro assay	Publication:501728887	PMID:18945931	5/22/09	BIOGRID
AT4G28560	Locus:2139880	AT3G51300	Locus:2080878	IDA	in vitro binding assay	Publication:1546183	PMID:11752391	10/10/05	TAIR
AT4G28980	Locus:2119961	AT1G66750	Locus:2033349	IDA	affinity capture	Publication:501721421	PMID:17426018	5/22/09	BIOGRID
AT4G29130	Locus:2119931	AT1G09100	Locus:2036099	IPI	yeast two-hybrid assay	Publication:501720456	PMID:17081979	1/25/07	TAIR
AT4G29510	Locus:2134328	AT5G59800	Locus:2168047	IPI	Co-immunoprecipitation	Publication:501722912	PMID:17711414	1/28/08	TAIR
AT4G29910	Locus:2123934	AT1G26840	Locus:2202800	IPI	Co-immunoprecipitation	Publication:501717676	PMID:16179646	5/8/06	TAIR
AT4G31120	Locus:2126276	AT1G07660	Locus:2026570	IDA	in vitro assay	Publication:501721270	PMID:17363895	5/22/09	BIOGRID
AT4G31580	Locus:2124799	AT3G50670	Locus:2101714	IPI	yeast two-hybrid assay	Publication:2145	PMID:9761791	5/10/06	TAIR
AT4G31800	Locus:2124874	AT1G80840	Locus:2025687	IPI	yeast two-hybrid assay	Publication:501718948	PMID:16603654	6/9/06	TAIR
AT4G31920	Locus:2116587	AT1G01300	Locus:2035297	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT4G32040	Locus:2116632	AT5G41410	Locus:2177856	NAS	meeting abstract	Publication:1546548		4/12/06	TAIR
AT4G32410	Locus:2127776	AT5G05170	Locus:2156789	IPI	split-reporter assay	Publication:501723132	PMID:17878303	3/20/08	TAIR
AT4G32650	Locus:2005524	AT5G14570	Locus:2222652	IPI	yeast two-hybrid assay	Publication:501713073	PMID:15299147	3/3/08	TAIR
AT4G33000	Locus:2123767	AT5G35410	Locus:2155233	IPI	fusion protein pull-down assay	Publication:501723212	PMID:17825054	11/6/07	TAIR
AT4G33950	Locus:2118929	AT3G56860	Locus:2103670	IPI	yeast two-hybrid assay	Publication:501719251	PMID:16828085	5/22/09	BIOGRID
AT4G35000	Locus:2131586	AT4G35450	Locus:2117607	IPI	yeast two-hybrid assay	Publication:501681915	PMID:11862948	10/28/03	TAIR
AT4G35520	Locus:2127923	AT4G17380	Locus:2130913	IPI	Co-immunoprecipitation	Publication:501714244	PMID:15489296	3/7/06	TAIR
AT4G36220	Locus:2122194	AT2G32720	Locus:2046417	IPI	yeast two-hybrid assay	Publication:501729425	PMID:19054355	5/22/09	BIOGRID
AT4G36800	Locus:2115305	AT5G20570	Locus:2149927	IPI	Co-immunoprecipitation	Publication:501705821	PMID:12682009	11/7/03	TAIR
AT4G38430	Locus:2121828	AT3G51300	Locus:2080878	IDA	in vitro binding assay	Publication:501718382	PMID:16415208	4/6/06	TAIR
AT4G38580	Locus:2121199	AT1G69600	Locus:2026734	IPI	yeast two-hybrid assay	Publication:501729233	PMID:18974936	5/22/09	BIOGRID
AT4G39700	Locus:2135277	AT1G69600	Locus:2026734	IPI	yeast two-hybrid assay	Publication:501729233	PMID:18974936	5/22/09	BIOGRID
AT5G01630	Locus:2149800	AT1G64750	Locus:2010851	IPI	Co-immunoprecipitation	Publication:501718380	PMID:16415210	2/27/06	TAIR
AT5G01810	Locus:2181047	AT4G26080	Locus:2005488	IPI	yeast two-hybrid assay	Publication:501681757	PMID:12194854	3/2/06	TAIR
AT5G01820	Locus:2181057	AT5G55990	Locus:2161760	IPI	yeast two-hybrid assay	Publication:501680090	PMID:11577192	2/15/06	TAIR
AT5G01840	Locus:2180977	AT2G35940	Locus:2039250	IPI	yeast two-hybrid assay	Publication:501715035	PMID:15781858	5/8/06	TAIR
AT5G02010	Locus:2185153	AT3G51300	Locus:2080878	IPI	yeast two-hybrid assay	Publication:501718382	PMID:16415208	3/28/06	TAIR
AT5G02030	Locus:2185183	AT1G23380	Locus:2028075	IPI	yeast two-hybrid assay	Publication:501712112	PMID:15019989	5/22/09	BIOGRID
AT5G04470	Locus:2184422	AT2G22490	Locus:2041193	IPI	fluorescence resonance energy transfer (FRET)	Publication:501720385	PMID:17098811	2/27/08	TAIR
AT5G04510	Locus:2184357	AT3G25250	Locus:2090310	IPI	yeast two-hybrid assay	Publication:501712001	PMID:14749726	6/12/06	TAIR
AT5G05000	Locus:2175259	AT2G16640	Locus:2059929	IDA	affinity capture	Publication:796	PMID:10646606	5/22/09	BIOGRID
AT5G05620	Locus:2166469	AT5G62700	Locus:2172214	IPI	Co-purification	Publication:501722903	PMID:17714428	11/28/07	TAIR
AT5G05940	Locus:2153684	AT3G51300	Locus:2080878	IPI	yeast two-hybrid assay	Publication:501718382	PMID:16415208	3/28/06	TAIR
AT5G08120	Locus:2181534	AT1G62360	Locus:2027089	IPI	split-reporter assay	Publication:501723262	PMID:17965274	1/8/08	TAIR
AT5G08130	Locus:2181549	AT1G12980	Locus:2031890	IDA	affinity capture	Publication:501729029	PMID:18830673	5/22/09	BIOGRID
AT5G09420	Locus:2184757	AT3G20000	Locus:2095355	IPI	yeast two-hybrid assay	Publication:501723639	PMID:17981999	2/5/08	TAIR
AT5G09750	Locus:2144791	AT4G36930	Locus:2115080	IPI	yeast two-hybrid assay	Publication:501723168	PMID:17855426	10/16/07	TAIR
AT5G10270	Locus:2145397	AT1G27630	Locus:2196919	IPI	fusion protein pull-down assay	Publication:501721292	PMID:17468259	11/13/07	TAIR
AT5G10380	Locus:2142449	AT2G23380	Locus:2005501	IPI	yeast two-hybrid assay	Publication:501729294	PMID:19097900	5/22/09	BIOGRID
AT5G10450	Locus:2142489	AT1G19350	Locus:2016472	IPI	yeast two-hybrid assay	Publication:501722988	PMID:17681130	5/22/09	BIOGRID
AT5G10480	Locus:2142429	AT3G48750	Locus:2099478	IPI	fusion protein pull-down assay	Publication:501719094	PMID:16698944	6/27/06	TAIR
AT5G11440	Locus:2144221	AT4G34110	Locus:2124261	IPI	yeast two-hybrid assay	Publication:501714384	PMID:15650869	5/8/06	TAIR
AT5G11710	Locus:2181920	AT1G23900	Locus:2199897	IPI	fusion protein pull-down assay	Publication:501719753	PMID:16905657	11/14/06	TAIR
AT5G14750	Locus:2185470	AT1G63650	Locus:2026629	IPI	yeast two-hybrid assay	Publication:501722709	PMID:17644729	8/7/07	TAIR
AT5G14960	Locus:2147865	AT2G36010	Locus:2039220	IPI	yeast two-hybrid assay	Publication:1547275	PMID:11867638	7/19/06	TAIR
AT5G15210	Locus:2150871	AT1G14440	Locus:2012602	IPI	yeast two-hybrid assay	Publication:501718353	PMID:16428600	3/27/06	TAIR
AT5G15700	Locus:2143246	AT2G17730	Locus:2827926	IPI	yeast two-hybrid assay		PMID:18567673	5/22/09	BIOGRID
AT5G15840	Locus:2143206	AT1G08970	Locus:2036034	IPI	yeast two-hybrid assay	Publication:501720277	PMID:17138697	5/22/09	BIOGRID
AT5G15850	Locus:2143221	AT1G71230	Locus:2032288	IDA	affinity capture	Publication:501715696	PMID:12724535	5/22/09	BIOGRID
AT5G16000	Locus:2146102	AT1G14320	Locus:2012612	IDA	in vitro assay	Publication:501729260	PMID:19112492	5/22/09	BIOGRID
AT5G16490	Locus:2171332	AT1G20090	Locus:2198566	IPI	fluorescence resonance energy transfer (FRET)	Publication:501715089	PMID:15766531	6/9/06	TAIR
AT5G16690	Locus:2148995	AT1G26840	Locus:2202800	IPI	Co-immunoprecipitation	Publication:501717676	PMID:16179646	5/10/06	TAIR
AT5G16840	Locus:2148970	AT1G55190	Locus:2035701	IPI	yeast two-hybrid assay	Publication:501728985	PMID:18845362	5/22/09	BIOGRID
AT5G17420	Locus:2178935	AT4G18780	Locus:2124167	IDA	affinity capture	Publication:501729408	PMID:19056734	5/22/09	BIOGRID
AT5G17450	Locus:2157457	AT1G69600	Locus:2026734	IPI	yeast two-hybrid assay	Publication:501729233	PMID:18974936	5/22/09	BIOGRID
AT5G18810	Locus:2144945	AT1G02840	Locus:2024770	IDA	in vitro reconstitution assay with recombinant protein		PMID:18674533	5/22/09	BIOGRID
AT5G19180	Locus:2182172	AT1G05180	Locus:2207220	NAS	Statements in papers that a curator can't trace to another publication	Publication:2490	PMID:9624055	4/27/04	TAIR
AT5G19560	Locus:2180781	AT3G51300	Locus:2080878	IPI	yeast two-hybrid assay	Publication:501718382	PMID:16415208	3/28/06	TAIR
AT5G19660	Locus:2183224	AT2G40950	Locus:2058510	IDA	in vitro reconstitution assay with recombinant protein	Publication:501722654	PMID:17662035	5/22/09	BIOGRID
AT5G20730	Locus:2180469	AT4G14560	Locus:2129910	NAS	meeting abstract	Publication:1546920		4/11/06	TAIR
AT5G22110	Locus:504956460	AT1G10470	Locus:2194584	IPI	yeast two-hybrid assay	Publication:156	PMID:10930573	2/17/06	TAIR
AT5G22220	Locus:3685148	AT3G12280	Locus:2082194	IPI	Co-immunoprecipitation	Publication:501717344	PMID:16055635	5/30/06	TAIR
AT5G23080	Locus:2178302	AT1G55520	Locus:2193904	IPI	yeast two-hybrid assay	Publication:501717375	PMID:16024589	5/11/06	TAIR
AT5G24270	Locus:2169794	AT4G30960	Locus:2126749	IPI	yeast two-hybrid assay	Publication:1345965	PMID:11115898	2/17/06	TAIR
AT5G24470	Locus:2184007	AT1G68050	Locus:2200176	IPI	yeast two-hybrid assay	Publication:501713042	PMID:15310821	5/22/09	BIOGRID
AT5G25350	Locus:2145512	AT1G10940	Locus:2197379	IPI	yeast two-hybrid assay	Publication:501711622	PMID:14675532	5/11/06	TAIR
AT5G25780	Locus:2145289	AT3G56150	Locus:2078456	IPI	Co-immunoprecipitation	Publication:501675027	PMID:11029466	5/10/06	TAIR
AT5G26980	Locus:2148513	AT5G58060	Locus:2155826	IPI	Co-immunoprecipitation	Publication:501716383	PMID:15919093	3/3/06	TAIR
AT5G27320	Locus:2146425	AT1G14920	Locus:2006747	IPI	yeast two-hybrid assay	Publication:501720506	PMID:17194763	5/22/09	BIOGRID
AT5G28640	Locus:2148810	AT3G13960	Locus:2088272	IPI	yeast two-hybrid assay	Publication:501716453	PMID:15960617	5/11/06	TAIR
AT5G35750	Locus:2177261	AT1G17100	Locus:2020307	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT5G37055	Locus:505006661	AT2G36740	Locus:2040580	IPI	Co-immunoprecipitation	Publication:501721282	PMID:17470967	8/29/07	TAIR
AT5G39510	Locus:2175733	AT5G16830	Locus:2148960	IPI	Co-immunoprecipitation	Publication:1546235	PMID:11739776	2/17/06	TAIR
AT5G39660	Locus:2164860	AT1G68050	Locus:2200176	IPI	yeast two-hybrid assay	Publication:501717264	PMID:16002617	5/8/06	TAIR
AT5G39760	Locus:2167052	AT1G14440	Locus:2012602	IPI	yeast two-hybrid assay	Publication:501718353	PMID:16428600	3/27/06	TAIR
AT5G40160	Locus:2173767	AT5G66055	Locus:505006718	IPI	yeast two-hybrid assay	Publication:501720407	PMID:17092312	1/25/07	TAIR
AT5G40930	Locus:2167737	AT3G20000	Locus:2095355	IPI	yeast two-hybrid assay	Publication:501723639	PMID:17981999	2/5/08	TAIR
AT5G41990	Locus:2165790	AT1G12840	Locus:2010386	IPI	yeast two-hybrid assay	Publication:501718359	PMID:16427632	2/23/06	TAIR
AT5G42080	Locus:2165805	AT5G13300	Locus:2183916	IPI	yeast two-hybrid assay	Publication:501716406	PMID:15923323	9/7/06	TAIR
AT5G42190	Locus:2165825	AT1G30950	Locus:2015766	IPI	yeast two-hybrid assay	Publication:893	PMID:10607296	5/10/06	TAIR
AT5G42270	Locus:2157637	AT2G30950	Locus:2052806	IPI	Co-immunoprecipitation	Publication:501711388	PMID:14630971	3/31/05	TAIR
AT5G43430	Locus:2176446	AT1G50940	Locus:2036467	IPI	yeast two-hybrid assay	Publication:501719693	PMID:16923016	9/21/06	TAIR
AT5G44190	Locus:2167639	AT4G36730	Locus:2115250	IPI	yeast two-hybrid assay	Publication:501681953	PMID:11828027	7/31/03	TAIR
AT5G44200	Locus:2167649	AT1G73687	Locus:1009023075	IDA	affinity capture	Publication:501729032	PMID:18829588	5/22/09	BIOGRID
AT5G46210	Locus:2162060	AT2G32950	Locus:2059359	IDA	affinity capture	Publication:501719202	PMID:16844902	5/22/09	BIOGRID
AT5G46240	Locus:2170468	AT1G04690	Locus:2197793	IPI	Co-immunoprecipitation	Publication:3719	PMID:8837508	5/18/06	TAIR
AT5G47120	Locus:2151977	AT2G32720	Locus:2046417	IPI	yeast two-hybrid assay	Publication:501729425	PMID:19054355	5/22/09	BIOGRID
AT5G48820	Locus:2156544	AT2G22010	Locus:2052581	IDA	in vitro reconstitution assay with recombinant protein	Publication:501729160	PMID:19000158	5/22/09	BIOGRID
AT5G48990	Locus:2154394	AT1G75950	Locus:2204435	IPI	fusion protein pull-down assay	Publication:501680153	PMID:11516153	7/26/06	TAIR
AT5G49020	Locus:2154339	AT3G06930	Locus:2077567	IDA	in vitro reconstitution assay with recombinant protein	Publication:501727245	PMID:18660432	5/22/09	BIOGRID
AT5G51450	Locus:2163680	AT3G07040	Locus:2077572	IPI	yeast two-hybrid assay	Publication:501717674	PMID:16212605	6/13/06	TAIR
AT5G51545	Locus:1009023492	AT2G28800	Locus:2053230	IPI	yeast two-hybrid assay	Publication:501722818	PMID:17601825	9/4/07	TAIR
AT5G51660	Locus:2153122	AT1G30460	Locus:2028175	IPI	yeast two-hybrid assay	Publication:501719773	PMID:16897494	5/22/09	BIOGRID
AT5G52470	Locus:2156747	AT1G75950	Locus:2204435	IPI	yeast two-hybrid assay	Publication:1346131	PMID:11387208	12/20/04	TAIR
AT5G53210	Locus:2154197	AT1G12860	Locus:2010311	IPI	yeast two-hybrid assay	Publication:501727307	PMID:18641265	5/22/09	BIOGRID
AT5G54160	Locus:2153423	AT5G10450	Locus:2142489	IPI	yeast two-hybrid assay	Publication:2830	PMID:9349713	3/15/05	TAIR
AT5G55190	Locus:2161600	AT5G58590	Locus:2178798	IPI	yeast two-hybrid assay	Publication:3495	PMID:9025305	8/29/03	TAIR
AT5G55630	Locus:2162162	AT4G09000	Locus:2122323	IDA	in vitro reconstitution assay with recombinant protein	Publication:501722843	PMID:17764516	5/22/09	BIOGRID
AT5G55990	Locus:2161760	AT1G01140	Locus:2035367	IPI	yeast two-hybrid assay	Publication:1045743	PMID:11230129	3/2/06	TAIR
AT5G56760	Locus:2164996	AT2G43750	Locus:2043964	IDA	affinity capture	Publication:501723873	PMID:18223034	5/22/09	BIOGRID
AT5G57050	Locus:2164610	AT5G35410	Locus:2155233	IPI	yeast two-hybrid assay	Publication:501710487	PMID:14504388	6/17/06	TAIR
AT5G57160	Locus:2175544	AT3G23100	Locus:2094593	IPI	yeast two-hybrid assay	Publication:5819	PMID:11029705	5/10/06	TAIR
AT5G57900	Locus:2174398	AT1G75950	Locus:2204435	IPI	yeast two-hybrid assay	Publication:1346131	PMID:11387208	8/22/08	TAIR
AT5G58003	Locus:4010714056	AT4G12610	Locus:2135560	IPI	fusion protein pull-down assay	Publication:501719749	PMID:16905668	3/8/07	TAIR
AT5G58040	Locus:2155806	AT1G17760	Locus:2007973	IPI	yeast two-hybrid assay	Publication:501718102	PMID:16282318	5/18/06	TAIR
AT5G58220	Locus:2161208	AT4G39400	Locus:2005498	IPI	yeast two-hybrid assay	Publication:501713009	PMID:15319482	7/5/07	TAIR
AT5G58230	Locus:2161253	AT1G02580	Locus:2196110	IPI	Co-immunoprecipitation	Publication:501710582	PMID:12970192	5/9/06	TAIR
AT5G58550	Locus:2171243	AT5G65800	Locus:2169980	IPI	yeast two-hybrid assay	Publication:501712536	PMID:15118728	3/16/06	TAIR
AT5G59710	Locus:2174259	AT1G43700	Locus:2031123	IPI	yeast two-hybrid assay	Publication:501721595	PMID:17496122	7/12/07	TAIR
AT5G61270	Locus:2163163	AT2G18790	Locus:2005515	IPI	Co-immunoprecipitation	Publication:501724198	PMID:18252845	7/1/08	TAIR
AT5G62000	Locus:2174013	AT1G59750	Locus:2025991	IPI	yeast two-hybrid assay	Publication:3196	PMID:9188533	5/9/06	TAIR
AT5G62920	Locus:2170723	AT5G28490	Locus:2147494	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT5G63870	Locus:2163991	AT5G63310	Locus:2161922	IPI	yeast two-hybrid assay	Publication:501727335	PMID:18628957	5/22/09	BIOGRID
AT5G64200	Locus:2173338	AT1G55310	Locus:2035651	IDA	in vitro reconstitution assay with recombinant protein		PMID:18674533	5/22/09	BIOGRID
AT5G64630	Locus:2174784	AT1G65470	Locus:2034183	IPI	Co-immunoprecipitation	Publication:501680331	PMID:11163246	4/26/06	TAIR
AT5G64960	Locus:2177744	AT1G27630	Locus:2196919	IPI	fusion protein pull-down assay	Publication:501721292	PMID:17468259	11/13/07	TAIR
AT5G65310	Locus:2168225	AT2G22430	Locus:2041283	IDA	in vitro reconstitution assay with recombinant protein	Publication:501680370	PMID:11247607	5/22/09	BIOGRID
AT5G65410	Locus:2168240	AT1G14440	Locus:2012602	IPI	yeast two-hybrid assay	Publication:501718353	PMID:16428600	3/27/06	TAIR
AT5G65430	Locus:2168262	AT1G75080	Locus:2037279	IDA	affinity capture	Publication:501723150	PMID:17873094	5/22/09	BIOGRID
AT5G65930	Locus:2152059	AT3G52890	Locus:2085191	IDA	in vitro reconstitution assay with recombinant protein	Publication:482	PMID:10788494	5/22/09	BIOGRID
AT5G66110	Locus:2156927	AT1G69600	Locus:2026734	IPI	yeast two-hybrid assay	Publication:501729233	PMID:18974936	5/22/09	BIOGRID
AT5G67060	Locus:2155543	AT4G36930	Locus:2115080	IPI	yeast two-hybrid assay	Publication:501723168	PMID:17855426	10/16/07	TAIR
AT5G67110	Locus:2155503	AT5G01370	Locus:2179182	IPI	yeast two-hybrid assay		PMID:18713402	5/22/09	BIOGRID
AT5G67250	Locus:2155578	AT1G75950	Locus:2204435	IPI	yeast two-hybrid assay	Publication:1346131	PMID:11387208	9/23/03	TAIR
AT5G67380	Locus:2158207	AT1G01060	Locus:2200970	IDA	in vitro assay	Publication:1062	PMID:10535927	5/22/09	BIOGRID
AT1G02090	Locus:2205593	AT4G14110	Locus:2129435	IDA	in vitro reconstitution assay with recombinant protein	Publication:501728948	PMID:18854373	5/22/09	BIOGRID
AT1G02280	Locus:2204923	AT1G06950	Locus:2007437	IDA	affinity capture	Publication:501715212	PMID:15829604	5/22/09	BIOGRID
AT1G02280	Locus:2204923	AT4G02510	Locus:2132298	IDA	affinity capture	Publication:501715212	PMID:15829604	5/22/09	BIOGRID
AT1G02280	Locus:2204923	AT5G54190	Locus:2153438	IPI	Co-immunoprecipitation	Publication:501715080	PMID:15773849	5/10/06	TAIR
AT1G02340	Locus:2204898	AT4G17640	Locus:2129316	IPI	yeast two-hybrid assay	Publication:501725132	PMID:18556661	5/22/09	BIOGRID
AT1G02340	Locus:2204898	AT5G47080	Locus:2152002	IPI	yeast two-hybrid assay	Publication:501725132	PMID:18556661	5/22/09	BIOGRID
AT1G03430	Locus:2020868	AT1G32640	Locus:2035609	IPI	yeast two-hybrid assay	Publication:501706884	PMID:12826627	5/22/09	BIOGRID
AT1G03430	Locus:2020868	AT3G02065	Locus:2828586	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT1G03430	Locus:2020868	AT3G16857	Locus:2093668	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT1G03970	Locus:2024224	AT4G01120	Locus:2124938	IDA	in vitro binding assay	Publication:4909	PMID:8146148	5/25/06	TAIR
AT1G04240	Locus:2018379	AT3G62980	Locus:2099237	IDA	in vitro binding assay	Publication:501711433	PMID:14617065	3/3/06	TAIR
AT1G04400	Locus:2018254	AT4G34530	Locus:2139484	IDA	affinity capture	Publication:501729176	PMID:18988809	5/22/09	BIOGRID
AT1G06950	Locus:2007437	AT5G16620	Locus:2174155	IDA	affinity capture	Publication:501712698	PMID:15180984	5/22/09	BIOGRID
AT1G09020	Locus:2036079	AT3G23100	Locus:2094593	IPI	yeast two-hybrid assay	Publication:5819	PMID:11029705	5/22/09	BIOGRID
AT1G09530	Locus:2012345	AT1G14920	Locus:2006747	IPI	yeast two-hybrid assay	Publication:501724246	PMID:18216856	5/22/09	BIOGRID
AT1G09530	Locus:2012345	AT1G66350	Locus:2201557	IPI	yeast two-hybrid assay	Publication:501724246	PMID:18216856	5/22/09	BIOGRID
AT1G09530	Locus:2012345	AT3G03450	Locus:2099624	IPI	yeast two-hybrid assay	Publication:501724246	PMID:18216856	5/22/09	BIOGRID
AT1G09530	Locus:2012345	AT5G17490	Locus:2157477	IPI	yeast two-hybrid assay	Publication:501724246	PMID:18216856	5/22/09	BIOGRID
AT1G09570	Locus:2012300	AT3G59060	Locus:2077680	IDA	in vitro assay	Publication:501723202	PMID:17827270	5/22/09	BIOGRID
AT1G09570	Locus:2012300	AT4G08920	Locus:2138728	IPI	yeast two-hybrid assay	Publication:2449	PMID:9651577	5/22/09	BIOGRID
AT1G09700	Locus:2024407	AT1G73687	Locus:1009023075	IDA	affinity capture	Publication:501721259	PMID:17369351	5/22/09	BIOGRID
AT1G09700	Locus:2024407	AT3G51375	Locus:1009023288	IDA	affinity capture	Publication:501721259	PMID:17369351	5/22/09	BIOGRID
AT1G10470	Locus:2194584	AT3G12620	Locus:2091265	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT1G10470	Locus:2194584	AT3G57670	Locus:2076641	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT1G12980	Locus:2031890	AT1G52150	Locus:2034086	IPI	Co-immunoprecipitation	Publication:501721234	PMID:17376809	6/12/07	TAIR
AT1G12980	Locus:2031890	AT2G34710	Locus:2061544	IPI	Co-immunoprecipitation	Publication:501721234	PMID:17376809	6/12/07	TAIR
AT1G12980	Locus:2031890	AT4G32880	Locus:2134088	IPI	Co-immunoprecipitation	Publication:501721234	PMID:17376809	6/12/07	TAIR
AT1G12980	Locus:2031890	AT5G60690	Locus:2175856	IPI	Co-immunoprecipitation	Publication:501721234	PMID:17376809	6/12/07	TAIR
AT1G13600	Locus:2009932	AT5G49450	Locus:2157999	IPI	yeast two-hybrid assay	Publication:501719057	PMID:16709202	4/5/07	TAIR
